statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,status,repetition_class,repetition_basis,repetition_peer_statement_ids,evidence_strength,notes
STMT-HN-0358,SRC-HN-001,SREP-HN-001,paragraph:32,style=Normal,"Highest-value food patterns: oysters and other shellfish; beef; poultry; fish; eggs/dairy; pumpkin seeds; legumes; nuts; whole grains. Plant zinc is less bioavailable when phytate is high, so soaking, sprouting, fermenting and cooking can improve mineral bioavailability.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0359,SRC-HN-001,SREP-HN-001,paragraph:33,style=Normal,"Avoid treating a low-normal serum zinc result as proof of deficiency without context. Conversely, do not use high-dose zinc empirically for hair growth; NIH specifically notes that correcting deficiency is different from taking extra zinc to make hair thicker.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0360,SRC-HN-001,SREP-HN-001,paragraph:34,style=Heading 1,4. Sulfur amino acids and glutathione,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0361,SRC-HN-001,SREP-HN-001,paragraph:35,style=Normal,"Hair keratin is sulfur-rich, particularly through cysteine and disulfide bonding. Methionine can contribute to cysteine production through transsulfuration. Cysteine, together with glutamate and glycine, is also a substrate for glutathione. This creates a useful bridge between hair-shaft construction and cellular redox physiology.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0362,SRC-HN-001,SREP-HN-001,paragraph:36,style=Normal,"Food sources to rotate: eggs, fish, poultry, lean meat, dairy, legumes, sesame/sunflower/pumpkin seeds, nuts and mushrooms.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0363,SRC-HN-001,SREP-HN-001,paragraph:37,style=Heading 1,5. Mitochondrial/B1 → PDH → TCA framework,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0364,SRC-HN-001,SREP-HN-001,paragraph:38,style=Normal,"A growing follicle has high biosynthetic and energetic demand. Thiamine diphosphate is a cofactor for pyruvate dehydrogenase, which connects glycolysis-derived pyruvate to acetyl-CoA and the TCA cycle. This supports the hypothesis that severe B1 deficiency or broader mitochondrial dysfunction could impair follicular growth capacity. However, current evidence does not justify the claim that B1 supplementation directly raises β-catenin in human follicles.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0365,SRC-HN-001,SREP-HN-001,paragraph:39,style=List Bullet,B1/ThDP → PDH → acetyl-CoA → TCA → NADH/FADH2 → ETC → ATP.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0366,SRC-HN-001,SREP-HN-001,paragraph:40,style=List Bullet,B2 → FAD-dependent enzymes; B3 → NAD/NADP; B5 → CoA; magnesium → many ATP-dependent enzymes.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0367,SRC-HN-001,SREP-HN-001,paragraph:41,style=List Bullet,"Energy status interfaces with AMPK, mTOR and PI3K/AKT; these pathways can intersect with GSK-3β and Wnt signaling.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0368,SRC-HN-001,SREP-HN-001,paragraph:42,style=Heading 1,6. Core laboratory panel,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0369,SRC-HN-001,SREP-HN-001,paragraph:43,style=Heading 1,7. Food intervention architecture,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0370,SRC-HN-001,SREP-HN-001,paragraph:44,style=List Bullet,"Protein anchor: aim for substantial protein at each major meal, individualized to body size, activity and clinical context.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0371,SRC-HN-001,SREP-HN-001,paragraph:45,style=List Bullet,"Iron/zinc anchor: rotate seafood, shellfish, lean beef, poultry and legumes.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0372,SRC-HN-001,SREP-HN-001,paragraph:46,style=List Bullet,"Sulfur/redox anchor: eggs, fish, poultry, legumes, seeds and adequate protein.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0373,SRC-HN-001,SREP-HN-001,paragraph:47,style=List Bullet,"B-vitamin/mitochondrial anchor: whole grains/legumes as tolerated, eggs, meat, fish, mushrooms, nuts/seeds and leafy vegetables.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0374,SRC-HN-001,SREP-HN-001,paragraph:48,style=List Bullet,"Selenium/omega-3 anchor: seafood, especially fatty fish; use Brazil nuts cautiously because selenium content is highly variable.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0375,SRC-HN-001,SREP-HN-001,paragraph:49,style=List Bullet,"Plant-diversity anchor: mushrooms, cruciferous vegetables, berries, herbs, colorful vegetables and legumes.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0376,SRC-HN-001,SREP-HN-001,paragraph:50,style=List Bullet,"Fat anchor: extra-virgin olive oil, avocado, nuts/seeds and fatty fish.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0377,SRC-HN-001,SREP-HN-001,paragraph:51,style=Heading 1,8. High-value meal templates,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0378,SRC-HN-001,SREP-HN-001,paragraph:52,style=Heading 1,9. Meal-prep company framework,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0379,SRC-HN-001,SREP-HN-001,paragraph:53,style=List Bullet,"Sunbasket: strongest national fit for Mediterranean/pescatarian/whole-food patterns; screen current menus for salmon, legumes, vegetables and olive-oil-forward meals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0380,SRC-HN-001,SREP-HN-001,paragraph:54,style=List Bullet,"CookUnity: strong chef-driven convenience option; choose seafood, poultry, lean beef and vegetable-heavy meals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0381,SRC-HN-001,SREP-HN-001,paragraph:55,style=List Bullet,Local meal-prep services: prioritize customizable protein + vegetable + legume/root-vegetable combinations and check nutrition labels.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0382,SRC-HN-001,SREP-HN-001,paragraph:56,style=Normal,"The correct scoring system is meal-by-meal: protein + iron + zinc + selenium + copper + magnesium + B vitamins + vitamin D + omega-3 + fiber + plant diversity, rather than simply 'healthy' or 'low calorie.'",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0383,SRC-HN-001,SREP-HN-001,paragraph:57,style=Heading 1,10. Topical caffeine and botanical layer,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0384,SRC-HN-001,SREP-HN-001,paragraph:58,style=Normal,"Topical interventions should be analyzed separately from nutritional signaling. Caffeine has a preclinical/experimental hair-growth literature, while ylang-ylang has a much weaker direct hair-regrowth evidence base. The distinction between scalp-care effects and true follicular regrowth is essential.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0385,SRC-HN-001,SREP-HN-001,paragraph:59,style=Heading 1,11. Ylang-ylang (Cananga odorata) — TCM/Ayurvedic/ethnomedical module,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0386,SRC-HN-001,SREP-HN-001,paragraph:60,style=Normal,"Cananga odorata is an accepted botanical species native to tropical regions from South Indo-China through Queensland. The literature documents substantial traditional and cosmetic use, but the historical record is geographically broader than a simple 'TCM herb' classification.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0387,SRC-HN-001,SREP-HN-001,paragraph:61,style=Normal,"The 2015 review of C. odorata documents traditional uses and a broad phytochemical/biological literature, including antimicrobial, anti-inflammatory and other activities. A 2024 ethnomedical study documented 42 traditional applications among 36 traditional healers from 28 ethnic groups across 16 Indonesian provinces, with external use and skin disease prominent.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0388,SRC-HN-001,SREP-HN-001,paragraph:62,style=Normal,"An Ayurveda institutional herb-garden source lists Cananga odorata and reports traditional applications including anxiety, insomnia, skin irritation and scalp/hair use; it describes infused oil as being applied to scalp and hair to improve lustre. This is evidence of traditional/institutional Ayurvedic use, not proof of clinical hair regrowth.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0389,SRC-HN-001,SREP-HN-001,paragraph:63,style=Normal,"Current literature also contains animal/preclinical hair-tonic research and patents describing cosmetic/hair-growth applications. However, direct high-quality human clinical trials demonstrating ylang-ylang essential oil as a hair-regrowth treatment are lacking.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0390,SRC-HN-001,SREP-HN-001,paragraph:64,style=Heading 2,11.1 Ylang-ylang evidence hierarchy,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0391,SRC-HN-001,SREP-HN-001,paragraph:65,style=Heading 2,11.2 Practical topical safety principle,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0392,SRC-HN-001,SREP-HN-001,paragraph:66,style=Normal,"Essential oils are concentrated preparations and can cause irritant or allergic contact dermatitis. A formulation should use an appropriate dilution and patch-testing/dermatologic caution, especially on compromised scalp skin. The research question should be 'does this formulation improve scalp environment or hair parameters?' rather than assuming essential oil equals follicular regeneration.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0393,SRC-HN-001,SREP-HN-001,paragraph:67,style=Heading 1,12. Integrated systems model,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0394,SRC-HN-001,SREP-HN-001,paragraph:68,style=Normal,"The working hypothesis is a network, not a single nutrient:",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0395,SRC-HN-001,SREP-HN-001,paragraph:69,style=Normal,FOOD / ENERGY → protein + Zn/Fe/Cu/Mg + B vitamins + sulfur amino acids + vitamin D + omega-3 → mitochondrial ATP/redox + endocrine/metabolic environment → PI3K/AKT + AMPK + GSK-3β and related signaling → Wnt/β-catenin responsiveness → follicular stem-cell/dermal-papilla signaling → anagen growth → hair-shaft production.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0396,SRC-HN-001,SREP-HN-001,paragraph:70,style=Normal,Zinc has a parallel metal-homeostasis/redox branch: zinc → metallothionein ↔ copper balance; sulfur amino acids → cysteine → glutathione. Topical botanicals such as ylang-ylang are placed outside this systemic chain and evaluated as scalp-microenvironment interventions.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0397,SRC-HN-001,SREP-HN-001,paragraph:71,style=Heading 1,13. What should NOT be inferred,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0398,SRC-HN-001,SREP-HN-001,paragraph:72,style=List Bullet,A low hair count does not establish a β-catenin deficiency.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0399,SRC-HN-001,SREP-HN-001,paragraph:73,style=List Bullet,A serum β-catenin measurement does not diagnose follicular Wnt activity.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0400,SRC-HN-001,SREP-HN-001,paragraph:74,style=List Bullet,A low-normal nutrient level does not automatically justify high-dose supplementation.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0401,SRC-HN-001,SREP-HN-001,paragraph:75,style=List Bullet,More zinc is not better; chronic excessive zinc can cause copper deficiency.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0402,SRC-HN-001,SREP-HN-001,paragraph:76,style=List Bullet,Ylang-ylang traditional use does not establish human hair-regrowth efficacy.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0403,SRC-HN-001,SREP-HN-001,paragraph:77,style=List Bullet,"Correcting a nutritional deficiency can support hair physiology but may not reverse androgenetic, autoimmune, scarring or other primary alopecias.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0404,SRC-HN-001,SREP-HN-001,paragraph:78,style=List Bullet,Deliberate pharmacologic activation of Wnt/β-catenin should not be attempted as a nutritional self-treatment because pathway overactivation has pathological consequences.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0405,SRC-HN-001,SREP-HN-001,paragraph:79,style=Heading 1,14. Primary research references / evidence anchors,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0406,SRC-HN-001,SREP-HN-001,paragraph:80,style=List Bullet,Wnt/β-catenin signaling and hair loss: PubMed PMID 32664659 — Targeting Wnt/β-Catenin Pathway for Developing Therapies for Hair Loss.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0407,SRC-HN-001,SREP-HN-001,paragraph:81,style=List Bullet,Hair-follicle stem-cell signaling: PubMed PMID 35795256 — Regulation of signaling pathways in hair follicle stem cells.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0408,SRC-HN-001,SREP-HN-001,paragraph:82,style=List Bullet,"Wnt10b and follicular regeneration: PubMed PMID 40512432 — Wnt10b Regulation of Hair Follicle Development, Regeneration, and Skin Diseases.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0409,SRC-HN-001,SREP-HN-001,paragraph:83,style=List Bullet,Wnt/β-catenin and androgenetic alopecia: PubMed PMID 29549490 — Androgen modulation of Wnt/β-catenin signaling in androgenetic alopecia.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0410,SRC-HN-001,SREP-HN-001,paragraph:84,style=List Bullet,Recent Wnt therapeutic review: PubMed PMID 40924915 — Wnt/β-Catenin Signaling Pathway Targeting Androgenetic Alopecia.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0411,SRC-HN-001,SREP-HN-001,paragraph:85,style=List Bullet,NIH Office of Dietary Supplements — Zinc Health Professional Fact Sheet.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0412,SRC-HN-001,SREP-HN-001,paragraph:86,style=List Bullet,NIH Office of Dietary Supplements — Zinc Consumer Fact Sheet.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0413,SRC-HN-001,SREP-HN-001,paragraph:87,style=List Bullet,NIH Office of Dietary Supplements — Copper Consumer Fact Sheet.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0414,SRC-HN-001,SREP-HN-001,paragraph:88,style=List Bullet,"Tan et al., 2015 — Traditional Uses, Phytochemistry, and Bioactivities of Cananga odorata (Ylang-Ylang), Evidence-Based Complementary and Alternative Medicine.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0415,SRC-HN-001,SREP-HN-001,paragraph:89,style=List Bullet,"Rahmawati et al., 2024 — Ethnomedical uses of Cananga odorata among Indonesian ethnic groups.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0416,SRC-HN-001,SREP-HN-001,paragraph:90,style=List Bullet,Amrita School of Ayurveda — Cananga odorata entry documenting traditional scalp/hair oil use.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0417,SRC-HN-001,SREP-HN-001,paragraph:91,style=Heading 1,15. Provenance and the second ChatGPT conversation,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0418,SRC-HN-001,SREP-HN-001,paragraph:92,style=Normal,"The user identified the inaccessible second conversation as the earlier zinc-and-hair research stream, while the ylang-ylang discussion was a separate TCM/Ayurvedic botanical research stream. This v0.2 revision incorporates those topics conceptually and supplements them with current source verification.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0419,SRC-HN-001,SREP-HN-001,paragraph:93,style=Normal,The supplied ChatGPT /c/ URL could not be read as a conversation transcript in the current environment. Therefore this document does not claim to reproduce any unseen text from that conversation verbatim. The zinc material is reconstructed from the available prior context and strengthened with current NIH evidence; the ylang-ylang module is strengthened with current literature and an Ayurveda institutional source.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0420,SRC-HN-001,SREP-HN-001,paragraph:94,style=Heading 1,16. Next-stage build,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0421,SRC-HN-001,SREP-HN-001,paragraph:95,style=List Number,Create a lab → interpretation → food → follow-up matrix.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0422,SRC-HN-001,SREP-HN-001,paragraph:96,style=List Number,Create a nutrient-density scoring algorithm for meal-prep menus.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0423,SRC-HN-001,SREP-HN-001,paragraph:97,style=List Number,Score current Sunbasket/CookUnity/local menus against the matrix.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0424,SRC-HN-001,SREP-HN-001,paragraph:98,style=List Number,Build a 7-day meal rotation with protein and micronutrient targets.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0425,SRC-HN-001,SREP-HN-001,paragraph:99,style=List Number,"Create a separate topical formulation/evidence matrix for caffeine, ylang-ylang and other botanicals.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0426,SRC-HN-001,SREP-HN-001,paragraph:100,style=List Number,Add a formal evidence grade (human RCT / human observational / animal / in vitro / traditional use) to every intervention.,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0427,SRC-HN-001,SREP-HN-001,paragraph:102,style=Normal,"Clinical note: laboratory testing and supplementation decisions should be interpreted with a qualified clinician, particularly iron, zinc, copper, selenium, thyroid and high-dose vitamin supplementation.",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0428,SRC-HN-001,SREP-HN-001,table:0|row:0|col:0,table_cell,Laboratory,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0429,SRC-HN-001,SREP-HN-001,table:0|row:0|col:1,table_cell,Question answered,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0430,SRC-HN-001,SREP-HN-001,table:0|row:0|col:2,table_cell,Priority,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0431,SRC-HN-001,SREP-HN-001,table:0|row:1|col:0,table_cell,CBC,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0432,SRC-HN-001,SREP-HN-001,table:0|row:1|col:1,table_cell,"Anemia, macrocytosis/cytopenias",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0433,SRC-HN-001,SREP-HN-001,table:0|row:1|col:2,table_cell,Core,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0093;STMT-HN-0436;STMT-HN-0439;STMT-HN-0442,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0434,SRC-HN-001,SREP-HN-001,table:0|row:2|col:0,table_cell,Ferritin + iron + TIBC/transferrin + transferrin saturation,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0435,SRC-HN-001,SREP-HN-001,table:0|row:2|col:1,table_cell,Iron stores/availability,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0436,SRC-HN-001,SREP-HN-001,table:0|row:2|col:2,table_cell,Core,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0093;STMT-HN-0433;STMT-HN-0439;STMT-HN-0442,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0437,SRC-HN-001,SREP-HN-001,table:0|row:3|col:0,table_cell,CMP + albumin/total protein,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0438,SRC-HN-001,SREP-HN-001,table:0|row:3|col:1,table_cell,"Organ function, protein context, electrolytes",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0439,SRC-HN-001,SREP-HN-001,table:0|row:3|col:2,table_cell,Core,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0093;STMT-HN-0433;STMT-HN-0436;STMT-HN-0442,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0440,SRC-HN-001,SREP-HN-001,table:0|row:4|col:0,table_cell,TSH + free T4,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0441,SRC-HN-001,SREP-HN-001,table:0|row:4|col:1,table_cell,Thyroid screening,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0442,SRC-HN-001,SREP-HN-001,table:0|row:4|col:2,table_cell,Core,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0093;STMT-HN-0433;STMT-HN-0436;STMT-HN-0439,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0443,SRC-HN-001,SREP-HN-001,table:0|row:5|col:0,table_cell,25-OH vitamin D,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0206,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0444,SRC-HN-001,SREP-HN-001,table:0|row:5|col:1,table_cell,Vitamin-D status,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0445,SRC-HN-001,SREP-HN-001,table:0|row:5|col:2,table_cell,Core/targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0448;STMT-HN-0451,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0446,SRC-HN-001,SREP-HN-001,table:0|row:6|col:0,table_cell,B12 + folate,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0447,SRC-HN-001,SREP-HN-001,table:0|row:6|col:1,table_cell,Cell proliferation/hematologic context,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0448,SRC-HN-001,SREP-HN-001,table:0|row:6|col:2,table_cell,Core/targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0445;STMT-HN-0451,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0449,SRC-HN-001,SREP-HN-001,table:0|row:7|col:0,table_cell,Zinc,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0060;STMT-HN-0208;STMT-HN-0278,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0450,SRC-HN-001,SREP-HN-001,table:0|row:7|col:1,table_cell,Zinc status,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0451,SRC-HN-001,SREP-HN-001,table:0|row:7|col:2,table_cell,Core/targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0445;STMT-HN-0448,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0452,SRC-HN-001,SREP-HN-001,table:0|row:8|col:0,table_cell,Copper + ceruloplasmin,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0453,SRC-HN-001,SREP-HN-001,table:0|row:8|col:1,table_cell,"Copper balance, especially with zinc exposure",requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0454,SRC-HN-001,SREP-HN-001,table:0|row:8|col:2,table_cell,Core when zinc is a concern,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0455,SRC-HN-001,SREP-HN-001,table:0|row:9|col:0,table_cell,Magnesium,requires_classification,repetition,identical_normalized_wording_across_distinct_sha256; independence_not_established,STMT-HN-0072;STMT-HN-0210;STMT-HN-0290,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0456,SRC-HN-001,SREP-HN-001,table:0|row:9|col:1,table_cell,Mineral/ATP context,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0457,SRC-HN-001,SREP-HN-001,table:0|row:9|col:2,table_cell,Targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0460;STMT-HN-0463;STMT-HN-0466;STMT-HN-0469,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0458,SRC-HN-001,SREP-HN-001,table:0|row:10|col:0,table_cell,Fasting glucose + HbA1c + lipids,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0459,SRC-HN-001,SREP-HN-001,table:0|row:10|col:1,table_cell,Metabolic context,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0460,SRC-HN-001,SREP-HN-001,table:0|row:10|col:2,table_cell,Targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0457;STMT-HN-0463;STMT-HN-0466;STMT-HN-0469,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0461,SRC-HN-001,SREP-HN-001,table:0|row:11|col:0,table_cell,Free T3 + thyroid antibodies,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0462,SRC-HN-001,SREP-HN-001,table:0|row:11|col:1,table_cell,Further thyroid characterization when indicated,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0463,SRC-HN-001,SREP-HN-001,table:0|row:11|col:2,table_cell,Targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0457;STMT-HN-0460;STMT-HN-0466;STMT-HN-0469,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0464,SRC-HN-001,SREP-HN-001,table:0|row:12|col:0,table_cell,Whole-blood thiamine diphosphate,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0465,SRC-HN-001,SREP-HN-001,table:0|row:12|col:1,table_cell,B1 status,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0466,SRC-HN-001,SREP-HN-001,table:0|row:12|col:2,table_cell,Targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0457;STMT-HN-0460;STMT-HN-0463;STMT-HN-0469,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0467,SRC-HN-001,SREP-HN-001,table:0|row:13|col:0,table_cell,MMA + homocysteine,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0468,SRC-HN-001,SREP-HN-001,table:0|row:13|col:1,table_cell,Selected B12/folate questions,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0469,SRC-HN-001,SREP-HN-001,table:0|row:13|col:2,table_cell,Targeted,requires_classification,repetition,identical_normalized_wording_within_same_artifact; independence_not_applicable,STMT-HN-0457;STMT-HN-0460;STMT-HN-0463;STMT-HN-0466,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0470,SRC-HN-001,SREP-HN-001,table:0|row:14|col:0,table_cell,Lactate + pyruvate,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
STMT-HN-0471,SRC-HN-001,SREP-HN-001,table:0|row:14|col:1,table_cell,Selected mitochondrial/metabolic questions,requires_classification,unclear,,,not_assigned,intake_only; wording preserved; no interpretation
