statement_id,source_artifact_id,source_representation_id,location,location_detail,source_wording,pass1_repetition_class,statement_kind,claim_status,actionability_class,epistemic_scope,independence,evidence_relation,evidence_strength,ambiguity_flag,classification_notes
STMT-HN-0388,SRC-HN-001,SREP-HN-001,paragraph:62,style=Normal,"An Ayurveda institutional herb-garden source lists Cananga odorata and reports traditional applications including anxiety, insomnia, skin irritation and scalp/hair use; it describes infused oil as being applied to scalp and hair to improve lustre. This is evidence of traditional/institutional Ayurvedic use, not proof of clinical hair regrowth.",unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0389,SRC-HN-001,SREP-HN-001,paragraph:63,style=Normal,"Current literature also contains animal/preclinical hair-tonic research and patents describing cosmetic/hair-growth applications. However, direct high-quality human clinical trials demonstrating ylang-ylang essential oil as a hair-regrowth treatment are lacking.",unclear,clinical_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0390,SRC-HN-001,SREP-HN-001,paragraph:64,style=Heading 2,11.1 Ylang-ylang evidence hierarchy,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0391,SRC-HN-001,SREP-HN-001,paragraph:65,style=Heading 2,11.2 Practical topical safety principle,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0392,SRC-HN-001,SREP-HN-001,paragraph:66,style=Normal,"Essential oils are concentrated preparations and can cause irritant or allergic contact dermatitis. A formulation should use an appropriate dilution and patch-testing/dermatologic caution, especially on compromised scalp skin. The research question should be 'does this formulation improve scalp environment or hair parameters?' rather than assuming essential oil equals follicular regeneration.",unclear,warning_or_boundary,candidate,recommendation,source_recommendation,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0393,SRC-HN-001,SREP-HN-001,paragraph:67,style=Heading 1,12. Integrated systems model,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0394,SRC-HN-001,SREP-HN-001,paragraph:68,style=Normal,"The working hypothesis is a network, not a single nutrient:",unclear,hypothesis,candidate,informational,source_hypothesis,unclear,,0,none,Wording is framed as possibility/proposal rather than settled assertion. Not evaluated for factual truth; historical source wording only.
STMT-HN-0395,SRC-HN-001,SREP-HN-001,paragraph:69,style=Normal,FOOD / ENERGY → protein + Zn/Fe/Cu/Mg + B vitamins + sulfur amino acids + vitamin D + omega-3 → mitochondrial ATP/redox + endocrine/metabolic environment → PI3K/AKT + AMPK + GSK-3β and related signaling → Wnt/β-catenin responsiveness → follicular stem-cell/dermal-papilla signaling → anagen growth → hair-shaft production.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0396,SRC-HN-001,SREP-HN-001,paragraph:70,style=Normal,Zinc has a parallel metal-homeostasis/redox branch: zinc → metallothionein ↔ copper balance; sulfur amino acids → cysteine → glutathione. Topical botanicals such as ylang-ylang are placed outside this systemic chain and evaluated as scalp-microenvironment interventions.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0397,SRC-HN-001,SREP-HN-001,paragraph:71,style=Heading 1,13. What should NOT be inferred,unclear,recommendation,candidate,recommendation,source_recommendation,unclear,,0,none,Wording directs or advises an action in the historical source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0398,SRC-HN-001,SREP-HN-001,paragraph:72,style=List Bullet,A low hair count does not establish a β-catenin deficiency.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0399,SRC-HN-001,SREP-HN-001,paragraph:73,style=List Bullet,A serum β-catenin measurement does not diagnose follicular Wnt activity.,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0400,SRC-HN-001,SREP-HN-001,paragraph:74,style=List Bullet,A low-normal nutrient level does not automatically justify high-dose supplementation.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0401,SRC-HN-001,SREP-HN-001,paragraph:75,style=List Bullet,More zinc is not better; chronic excessive zinc can cause copper deficiency.,unclear,causal,candidate,informational,source_assertion,unclear,,0,none,Wording uses cause/result language. Not evaluated for factual truth; historical source wording only.
STMT-HN-0402,SRC-HN-001,SREP-HN-001,paragraph:76,style=List Bullet,Ylang-ylang traditional use does not establish human hair-regrowth efficacy.,unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,none,Classification based on surface wording/structure only. Not evaluated for factual truth; historical source wording only.
STMT-HN-0403,SRC-HN-001,SREP-HN-001,paragraph:77,style=List Bullet,"Correcting a nutritional deficiency can support hair physiology but may not reverse androgenetic, autoimmune, scarring or other primary alopecias.",unclear,descriptive,candidate,suggestive,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0404,SRC-HN-001,SREP-HN-001,paragraph:78,style=List Bullet,Deliberate pharmacologic activation of Wnt/β-catenin should not be attempted as a nutritional self-treatment because pathway overactivation has pathological consequences.,unclear,recommendation,candidate,recommendation,source_recommendation,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0405,SRC-HN-001,SREP-HN-001,paragraph:79,style=Heading 1,14. Primary research references / evidence anchors,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0406,SRC-HN-001,SREP-HN-001,paragraph:80,style=List Bullet,Wnt/β-catenin signaling and hair loss: PubMed PMID 32664659 — Targeting Wnt/β-Catenin Pathway for Developing Therapies for Hair Loss.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0407,SRC-HN-001,SREP-HN-001,paragraph:81,style=List Bullet,Hair-follicle stem-cell signaling: PubMed PMID 35795256 — Regulation of signaling pathways in hair follicle stem cells.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0408,SRC-HN-001,SREP-HN-001,paragraph:82,style=List Bullet,"Wnt10b and follicular regeneration: PubMed PMID 40512432 — Wnt10b Regulation of Hair Follicle Development, Regeneration, and Skin Diseases.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0409,SRC-HN-001,SREP-HN-001,paragraph:83,style=List Bullet,Wnt/β-catenin and androgenetic alopecia: PubMed PMID 29549490 — Androgen modulation of Wnt/β-catenin signaling in androgenetic alopecia.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0410,SRC-HN-001,SREP-HN-001,paragraph:84,style=List Bullet,Recent Wnt therapeutic review: PubMed PMID 40924915 — Wnt/β-Catenin Signaling Pathway Targeting Androgenetic Alopecia.,unclear,mechanistic,candidate,informational,source_assertion,unclear,,0,none,Wording describes a proposed biological/signaling process. Not evaluated for factual truth; historical source wording only.
STMT-HN-0411,SRC-HN-001,SREP-HN-001,paragraph:85,style=List Bullet,NIH Office of Dietary Supplements — Zinc Health Professional Fact Sheet.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0412,SRC-HN-001,SREP-HN-001,paragraph:86,style=List Bullet,NIH Office of Dietary Supplements — Zinc Consumer Fact Sheet.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0413,SRC-HN-001,SREP-HN-001,paragraph:87,style=List Bullet,NIH Office of Dietary Supplements — Copper Consumer Fact Sheet.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0414,SRC-HN-001,SREP-HN-001,paragraph:88,style=List Bullet,"Tan et al., 2015 — Traditional Uses, Phytochemistry, and Bioactivities of Cananga odorata (Ylang-Ylang), Evidence-Based Complementary and Alternative Medicine.",unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0415,SRC-HN-001,SREP-HN-001,paragraph:89,style=List Bullet,"Rahmawati et al., 2024 — Ethnomedical uses of Cananga odorata among Indonesian ethnic groups.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0416,SRC-HN-001,SREP-HN-001,paragraph:90,style=List Bullet,Amrita School of Ayurveda — Cananga odorata entry documenting traditional scalp/hair oil use.,unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,none,Classification based on surface wording/structure only. Not evaluated for factual truth; historical source wording only.
STMT-HN-0417,SRC-HN-001,SREP-HN-001,paragraph:91,style=Heading 1,15. Provenance and the second ChatGPT conversation,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0418,SRC-HN-001,SREP-HN-001,paragraph:92,style=Normal,"The user identified the inaccessible second conversation as the earlier zinc-and-hair research stream, while the ylang-ylang discussion was a separate TCM/Ayurvedic botanical research stream. This v0.2 revision incorporates those topics conceptually and supplements them with current source verification.",unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0419,SRC-HN-001,SREP-HN-001,paragraph:93,style=Normal,The supplied ChatGPT /c/ URL could not be read as a conversation transcript in the current environment. Therefore this document does not claim to reproduce any unseen text from that conversation verbatim. The zinc material is reconstructed from the available prior context and strengthened with current NIH evidence; the ylang-ylang module is strengthened with current literature and an Ayurveda institutional source.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0420,SRC-HN-001,SREP-HN-001,paragraph:94,style=Heading 1,16. Next-stage build,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0421,SRC-HN-001,SREP-HN-001,paragraph:95,style=List Number,Create a lab → interpretation → food → follow-up matrix.,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0422,SRC-HN-001,SREP-HN-001,paragraph:96,style=List Number,Create a nutrient-density scoring algorithm for meal-prep menus.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0423,SRC-HN-001,SREP-HN-001,paragraph:97,style=List Number,Score current Sunbasket/CookUnity/local menus against the matrix.,unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0424,SRC-HN-001,SREP-HN-001,paragraph:98,style=List Number,Build a 7-day meal rotation with protein and micronutrient targets.,unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0425,SRC-HN-001,SREP-HN-001,paragraph:99,style=List Number,"Create a separate topical formulation/evidence matrix for caffeine, ylang-ylang and other botanicals.",unclear,descriptive,candidate,informational,source_assertion,unclear,,0,none,General descriptive prose without clear directive or mechanism markers. Not evaluated for factual truth; historical source wording only.
STMT-HN-0426,SRC-HN-001,SREP-HN-001,paragraph:100,style=List Number,Add a formal evidence grade (human RCT / human observational / animal / in vitro / traditional use) to every intervention.,unclear,traditional_use_claim,candidate,informational,source_assertion,unclear,,0,none,Classification based on surface wording/structure only. Not evaluated for factual truth; historical source wording only.
STMT-HN-0427,SRC-HN-001,SREP-HN-001,paragraph:102,style=Normal,"Clinical note: laboratory testing and supplementation decisions should be interpreted with a qualified clinician, particularly iron, zinc, copper, selenium, thyroid and high-dose vitamin supplementation.",unclear,recommendation,candidate,recommendation,source_recommendation,unclear,,0,compound_statement,Long multi-clause wording treated as a single Pass-1 candidate; not split. Not evaluated for factual truth; historical source wording only.
STMT-HN-0428,SRC-HN-001,SREP-HN-001,table:0|row:0|col:0,table_cell,Laboratory,unclear,laboratory_claim,non_claim,none,unclear,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0429,SRC-HN-001,SREP-HN-001,table:0|row:0|col:1,table_cell,Question answered,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0430,SRC-HN-001,SREP-HN-001,table:0|row:0|col:2,table_cell,Priority,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0431,SRC-HN-001,SREP-HN-001,table:0|row:1|col:0,table_cell,CBC,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0432,SRC-HN-001,SREP-HN-001,table:0|row:1|col:1,table_cell,"Anemia, macrocytosis/cytopenias",unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0433,SRC-HN-001,SREP-HN-001,table:0|row:1|col:2,table_cell,Core,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0434,SRC-HN-001,SREP-HN-001,table:0|row:2|col:0,table_cell,Ferritin + iron + TIBC/transferrin + transferrin saturation,unclear,laboratory_claim,candidate,informational,source_assertion,unclear,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0435,SRC-HN-001,SREP-HN-001,table:0|row:2|col:1,table_cell,Iron stores/availability,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0436,SRC-HN-001,SREP-HN-001,table:0|row:2|col:2,table_cell,Core,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0437,SRC-HN-001,SREP-HN-001,table:0|row:3|col:0,table_cell,CMP + albumin/total protein,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0438,SRC-HN-001,SREP-HN-001,table:0|row:3|col:1,table_cell,"Organ function, protein context, electrolytes",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0439,SRC-HN-001,SREP-HN-001,table:0|row:3|col:2,table_cell,Core,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0440,SRC-HN-001,SREP-HN-001,table:0|row:4|col:0,table_cell,TSH + free T4,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0441,SRC-HN-001,SREP-HN-001,table:0|row:4|col:1,table_cell,Thyroid screening,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0442,SRC-HN-001,SREP-HN-001,table:0|row:4|col:2,table_cell,Core,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0443,SRC-HN-001,SREP-HN-001,table:0|row:5|col:0,table_cell,25-OH vitamin D,repetition,laboratory_claim,candidate,none,source_assertion,repetition,,0,none,Wording refers to laboratory/biomarker measurement content. Not evaluated for factual truth; historical source wording only.
STMT-HN-0444,SRC-HN-001,SREP-HN-001,table:0|row:5|col:1,table_cell,Vitamin-D status,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0445,SRC-HN-001,SREP-HN-001,table:0|row:5|col:2,table_cell,Core/targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0446,SRC-HN-001,SREP-HN-001,table:0|row:6|col:0,table_cell,B12 + folate,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0447,SRC-HN-001,SREP-HN-001,table:0|row:6|col:1,table_cell,Cell proliferation/hematologic context,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0448,SRC-HN-001,SREP-HN-001,table:0|row:6|col:2,table_cell,Core/targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0449,SRC-HN-001,SREP-HN-001,table:0|row:7|col:0,table_cell,Zinc,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0450,SRC-HN-001,SREP-HN-001,table:0|row:7|col:1,table_cell,Zinc status,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0451,SRC-HN-001,SREP-HN-001,table:0|row:7|col:2,table_cell,Core/targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0452,SRC-HN-001,SREP-HN-001,table:0|row:8|col:0,table_cell,Copper + ceruloplasmin,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0453,SRC-HN-001,SREP-HN-001,table:0|row:8|col:1,table_cell,"Copper balance, especially with zinc exposure",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0454,SRC-HN-001,SREP-HN-001,table:0|row:8|col:2,table_cell,Core when zinc is a concern,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0455,SRC-HN-001,SREP-HN-001,table:0|row:9|col:0,table_cell,Magnesium,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0456,SRC-HN-001,SREP-HN-001,table:0|row:9|col:1,table_cell,Mineral/ATP context,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0457,SRC-HN-001,SREP-HN-001,table:0|row:9|col:2,table_cell,Targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0458,SRC-HN-001,SREP-HN-001,table:0|row:10|col:0,table_cell,Fasting glucose + HbA1c + lipids,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0459,SRC-HN-001,SREP-HN-001,table:0|row:10|col:1,table_cell,Metabolic context,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0460,SRC-HN-001,SREP-HN-001,table:0|row:10|col:2,table_cell,Targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0461,SRC-HN-001,SREP-HN-001,table:0|row:11|col:0,table_cell,Free T3 + thyroid antibodies,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0462,SRC-HN-001,SREP-HN-001,table:0|row:11|col:1,table_cell,Further thyroid characterization when indicated,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0463,SRC-HN-001,SREP-HN-001,table:0|row:11|col:2,table_cell,Targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0464,SRC-HN-001,SREP-HN-001,table:0|row:12|col:0,table_cell,Whole-blood thiamine diphosphate,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0465,SRC-HN-001,SREP-HN-001,table:0|row:12|col:1,table_cell,B1 status,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0466,SRC-HN-001,SREP-HN-001,table:0|row:12|col:2,table_cell,Targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0467,SRC-HN-001,SREP-HN-001,table:0|row:13|col:0,table_cell,MMA + homocysteine,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0468,SRC-HN-001,SREP-HN-001,table:0|row:13|col:1,table_cell,Selected B12/folate questions,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0469,SRC-HN-001,SREP-HN-001,table:0|row:13|col:2,table_cell,Targeted,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0470,SRC-HN-001,SREP-HN-001,table:0|row:14|col:0,table_cell,Lactate + pyruvate,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0471,SRC-HN-001,SREP-HN-001,table:0|row:14|col:1,table_cell,Selected mitochondrial/metabolic questions,unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0472,SRC-HN-001,SREP-HN-001,table:0|row:14|col:2,table_cell,Specialty,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0473,SRC-HN-001,SREP-HN-001,table:1|row:0|col:0,table_cell,Template,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0474,SRC-HN-001,SREP-HN-001,table:1|row:0|col:1,table_cell,Core recipe,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0475,SRC-HN-001,SREP-HN-001,table:1|row:0|col:2,table_cell,Primary targets,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0476,SRC-HN-001,SREP-HN-001,table:1|row:1|col:0,table_cell,Salmon + lentils + broccoli,repetition,classification,non_claim,none,structural_or_metadata,repetition,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0477,SRC-HN-001,SREP-HN-001,table:1|row:1|col:1,table_cell,"Salmon, lentils, broccoli, olive oil, lemon, herbs",unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0478,SRC-HN-001,SREP-HN-001,table:1|row:1|col:2,table_cell,"Protein, EPA/DHA, selenium, B12, iron, folate, fiber",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
STMT-HN-0479,SRC-HN-001,SREP-HN-001,table:1|row:2|col:0,table_cell,Beef + mushrooms + lentils,unclear,classification,non_claim,none,structural_or_metadata,unclear,,0,none,Short label/heading or nutrient name used as structural descriptor in the source. Not evaluated for factual truth; historical source wording only.
STMT-HN-0480,SRC-HN-001,SREP-HN-001,table:1|row:2|col:1,table_cell,"Lean beef, lentils, mushrooms, carrots, broccoli, olive oil",unclear,unclear,candidate,informational,source_assertion,unclear,,0,type_ambiguous,Wording does not reliably fit a single statement_kind; left conservative. Not evaluated for factual truth; historical source wording only.
STMT-HN-0481,SRC-HN-001,SREP-HN-001,table:1|row:2|col:2,table_cell,"Iron, zinc, B12, protein, folate, magnesium",unclear,nutritional_claim,candidate,informational,source_assertion,unclear,,0,none,Wording asserts a nutrition-related proposition or nutrient role. Not evaluated for factual truth; historical source wording only.
